second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
209,3:29,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] งั้นงั้นงั้นก็คือรายงานการประชุมครั้งที…,[Speaker 3] ครับ,
210,3:30,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] งั้นงั้นงั้นก็คือรายงานการประชุมครั้งที…,[Speaker 3] เอ่อ ครั้ง ขออนุญาตค่ะ ครั้งเนี้ยพี่เล็…,[Speaker 4] การจำหน่ายหุ้นสามัญทั้งหมดนะครับ ของกลุ…
211,3:31,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 2] วาระที่ 3.1 นะคะ รายงานความคืบหน้าในการ…,[Speaker 3] เอ่อ ครั้ง ขออนุญาตค่ะ ครั้งเนี้ยพี่เล็…,[Speaker 4] การจำหน่ายหุ้นสามัญทั้งหมดนะครับ ของกลุ…
212,3:32,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 2] วาระที่ 3.1 นะคะ รายงานความคืบหน้าในการ…,[Speaker 3] เอ่อ ครั้ง ขออนุญาตค่ะ ครั้งเนี้ยพี่เล็…,[Speaker 4] การจำหน่ายหุ้นสามัญทั้งหมดนะครับ ของกลุ…
213,3:33,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 2] วาระที่ 3.1 นะคะ รายงานความคืบหน้าในการ…,[Speaker 3] เอ่อ ครั้ง ขออนุญาตค่ะ ครั้งเนี้ยพี่เล็…,[Speaker 4] และ การได้มาซึ่งหุ้นสามัญ เพิ่มทุน ของบ…
214,3:34,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 2] วาระที่ 3.1 นะคะ รายงานความคืบหน้าในการ…,[Speaker 3] เอ่อ ครั้ง ขออนุญาตค่ะ ครั้งเนี้ยพี่เล็…,[Speaker 4] และ การได้มาซึ่งหุ้นสามัญ เพิ่มทุน ของบ…
215,3:35,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 2] ค่ะ อ่ารายงานความคืบหน้านะคะในการเข้าทำ…,,[Speaker 4] และ การได้มาซึ่งหุ้นสามัญ เพิ่มทุน ของบ…
216,3:36,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 2] ค่ะ อ่ารายงานความคืบหน้านะคะในการเข้าทำ…,[Speaker 3] ขออนุญาตยกไปค่ะ,
217,3:37,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ขอนุคญาตเสิร์ทท่านประดานนะคะที่นี่ก็คือ…,,[Speaker 2] ค่ะ อ่ารายงานความคืบหน้านะคะในการเข้าทำ…,[Speaker 1] ถ้ายังไม่เสร็จก็คือ รับ รายงานการประชุม…,
218,3:38,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ขอนุคญาตเสิร์ทท่านประดานนะคะที่นี่ก็คือ…,,[Speaker 2] ค่ะ อ่ารายงานความคืบหน้านะคะในการเข้าทำ…,[Speaker 1] ถ้ายังไม่เสร็จก็คือ รับ รายงานการประชุม…,[Speaker 4] ซึ่ง สถานะนะครับ ที่
219,3:39,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ขอนุคญาตเสิร์ทท่านประดานนะคะที่นี่ก็คือ…,,[Speaker 2] ค่ะ อ่ารายงานความคืบหน้านะคะในการเข้าทำ…,[Speaker 1] ถ้ายังไม่เสร็จก็คือ รับ รายงานการประชุม…,[Speaker 4] เรนดิ้งเนี่ย ทั้งก่อนนะครับ รายการแรกนะ…
