second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3.1-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
199,3:19,[Speaker 4] ถ้างั้นก็ไป ไปแทรกตรงวันที่ 21 อ่ะ แล้ว…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] เออ ก็ ยุ่ง หนัก งานเลยน่าจะ ไม่ค่ะ ก็อ…,,,[Speaker 5] ถ้า งั้น ก็ ไป ไป ใส่ เข้า ไป วันที่ 21,
200,3:20,[Speaker 4] ถ้างั้นก็ไป ไปแทรกตรงวันที่ 21 อ่ะ แล้ว…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] เออ ก็ ยุ่ง หนัก งานเลยน่าจะ ไม่ค่ะ ก็อ…,,,[Speaker 5] ถ้า งั้น ก็ ไป ไป ใส่ เข้า ไป วันที่ 21,
201,3:21,[Speaker 4] ถ้างั้นก็ไป ไปแทรกตรงวันที่ 21 อ่ะ แล้ว…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] เออ ก็ ยุ่ง หนัก งานเลยน่าจะ ไม่ค่ะ ก็อ…,,,[Speaker 5] ถ้า งั้น ก็ ไป ไป ใส่ เข้า ไป วันที่ 21,
202,3:22,[Speaker 4] ถ้างั้นก็ไป ไปแทรกตรงวันที่ 21 อ่ะ แล้ว…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] เออ ก็ ยุ่ง หนัก งานเลยน่าจะ ไม่ค่ะ ก็อ…,,,[Speaker 5] ถ้า งั้น ก็ ไป ไป ใส่ เข้า ไป วันที่ 21,
203,3:23,[Speaker 4] ถ้างั้นก็ไป ไปแทรกตรงวันที่ 21 อ่ะ แล้ว…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] เออ ก็ ยุ่ง หนัก งานเลยน่าจะ ไม่ค่ะ ก็อ…,,,[Speaker 5] แล้ว ก็ โทร บอก บอร์ด ครับ,
204,3:24,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] แล้ว ก็ โทร บอก บอร์ด ครับ,
205,3:25,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,,
206,3:26,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] ครับ ไม่ ต้อง บอก ผม ผม รับ ทราบ แล้ว,
207,3:27,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] แล้ว ก็ ใน นั้น ก็ จะ เขียน ว่า เดอะ บอ…,
208,3:28,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] แล้ว ก็ ใน นั้น ก็ จะ เขียน ว่า เดอะ บอ…,
209,3:29,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] แล้ว ก็ ใน นั้น ก็ จะ เขียน ว่า เดอะ บอ…,
210,3:30,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] คือ ผม ขอ ให้ เหตุ ผล มัน คือ,
211,3:31,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] คือ ผม ขอ ให้ เหตุ ผล มัน คือ,
212,3:32,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 1] เอ่อ ไปเสริมจักรยานภาพ แล้วก็เดี๋ยวจะลอ…,,,[Speaker 5] คือ ผม ขอ ให้ เหตุ ผล มัน คือ,
213,3:33,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
214,3:34,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
215,3:35,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
216,3:36,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
217,3:37,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
218,3:38,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
219,3:39,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
220,3:40,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
221,3:41,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] ประมาณ ว่า 1 อยาก โฟกัส 2 เนี่ย อยาก หา…,
222,3:42,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] คือ หมาย ถึง ว่า คุณ คุณ ปุ้ม อยาก โฟกั…,
223,3:43,[Speaker 4] คือหมายถึงว่าคุณ คุณปุ้มอยากโฟกัสงานอย่…,[Speaker 4] ถ้าอย่างนั้นก็ไป ไปแทรกตรงในวันที่ 21 แ…,[Speaker 2] ถ้าเกิดเรามาเป็นเรา ก็เพียงแต่รับทราบ ร…,,,[Speaker 5] คือ หมาย ถึง ว่า คุณ คุณ ปุ้ม อยาก โฟกั…,
