second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
194,3:14,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 3] ไม่มีครับ ไม่มี ไม่ๆ จริงๆ สวยหมดทุกคนน…,,,[Speaker 1] แล้วก็อยากให้เรื่องนี้มันถึงอยู่ในรายงา…,,
195,3:15,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 3] ไม่มีครับ ไม่มี ไม่ๆ จริงๆ สวยหมดทุกคนน…,,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,,
196,3:16,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,,
197,3:17,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,,
198,3:18,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,,
199,3:19,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,,
200,3:20,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] เพื่อสร้าง synergy เพื่อให้มัน sustain …,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,[CEO Poom] เพื่อ สร้าง สิ่ง ที่ 4,
201,3:21,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] เพื่อสร้าง synergy เพื่อให้มัน sustain …,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,[CEO Poom] เพื่อ สร้าง สิ่ง ที่ 4,
202,3:22,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] เพื่อสร้าง synergy เพื่อให้มัน sustain …,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,,
203,3:23,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] เพื่อสร้าง synergy เพื่อให้มัน sustain …,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,[CEO Poom] เพื่อ ให้ มัน frustate พุ่ม ตาย ไป บริษ…,
204,3:24,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] เพื่อสร้าง synergy เพื่อให้มัน sustain …,,[Speaker 1] เพราะว่าสิ่งที่เรามีมันพร้อมมาก มันแค่ร…,[CEO Poom] เพื่อ ให้ มัน frustate พุ่ม ตาย ไป บริษ…,
205,3:25,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] เพื่อสร้าง synergy เพื่อให้มัน sustain …,,[Speaker 2] ครับ ก็อันนี้ก็ถือว่าได้บันทึกว่ารับทรา…,[CEO Poom] เพื่อ ให้ มัน frustate พุ่ม ตาย ไป บริษ…,
206,3:26,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,,,[Speaker 2] ครับ ก็อันนี้ก็ถือว่าได้บันทึกว่ารับทรา…,,
207,3:27,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,,,[Speaker 2] ครับ ก็อันนี้ก็ถือว่าได้บันทึกว่ารับทรา…,,
208,3:28,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] แล้วก็จริงๆ ต้องกราบขอบพระคุณท่านประธาน…,,[Speaker 2] ครับ ก็อันนี้ก็ถือว่าได้บันทึกว่ารับทรา…,[CEO Poom] แล้ว ก็ จริง ๆ ต้อง กราบ ขอบพระ คุณ ท่า…,
209,3:29,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] แล้วก็จริงๆ ต้องกราบขอบพระคุณท่านประธาน…,,[Speaker 2] ครับ ก็อันนี้ก็ถือว่าได้บันทึกว่ารับทรา…,[CEO Poom] แล้ว ก็ จริง ๆ ต้อง กราบ ขอบพระ คุณ ท่า…,
210,3:30,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] แล้วก็จริงๆ ต้องกราบขอบพระคุณท่านประธาน…,,[Speaker 2] ครับ ก็อันนี้ก็ถือว่าได้บันทึกว่ารับทรา…,[CEO Poom] ที่ เคย คอมเมนต์ ว่า เอ้ย ผู้ ชื่อ ไม้ …,
211,3:31,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] แล้วก็จริงๆ ต้องกราบขอบพระคุณท่านประธาน…,,[Speaker 2] ไม่ๆ ทิ้งสวยหมดทุกคนนะ แค่ยังแต่งหน้าไม…,[CEO Poom] ที่ เคย คอมเมนต์ ว่า เอ้ย ผู้ ชื่อ ไม้ …,
212,3:32,[Speaker 1] ก็ต้องฝากทีมงานตรงนี้ แล้วอุ้มตั้งใจที่…,[Speaker 2] ก็วนกลับไปเรื่องเดิม เพราะว่าอย่างนี้อย…,[Speaker 1] แล้วก็จริงๆ ต้องกราบขอบพระคุณท่านประธาน…,,[Speaker 2] ไม่ๆ ทิ้งสวยหมดทุกคนนะ แค่ยังแต่งหน้าไม…,[CEO Poom] ที่ เคย คอมเมนต์ ว่า เอ้ย ผู้ ชื่อ ไม้ …,
